1,1,4,1,489
1,1,433,10,328
1,1,433,10,489
1,2,14,1,177
1,2,14,1,228
1,2,372,7,177
1,2,372,7,228
1,2,172,13,177
1,2,172,13,228
1,2,18,2,177
1,2,18,2,228
1,2,389,32,177
1,2,389,32,228
1,2,295,7,177
1,2,295,7,228
1,2,36,322,177
1,2,36,322,228
1,2,391,223,177
1,2,391,223,228
1,3,453,10,291
1,3,71,7,291
1,3,31,9,291
1,3,32,5,291
1,3,7,3,291
1,3,332,1,291
1,3,125,1,291
1,3,1,1,291
1,3,26,1,291
1,4,25,1,107
1,4,25,1,96
1,4,25,1,122
1,4,25,1,407
1,4,25,1,48
1,4,25,1,9
1,4,25,1,44
1,4,25,1,28
1,4,25,1,413
1,4,25,1,373
1,4,25,1,189
1,4,25,1,396
1,4,25,1,82
1,4,25,1,220
1,4,25,1,19
1,4,25,1,24
1,4,25,1,133
1,4,25,1,25
1,4,25,1,7
1,4,25,1,11
1,4,25,1,121
1,4,25,1,440
1,4,25,1,219
1,4,25,1,311
1,4,25,1,365
1,4,25,1,73
1,4,25,1,443
1,4,25,1,432
1,4,25,1,343
1,4,25,1,79
1,4,25,1,269
1,4,25,1,157
1,4,25,1,99
1,4,25,1,354
1,4,25,1,261
1,4,25,1,410
1,4,25,1,166
1,4,25,1,16
1,4,25,1,423
1,4,25,1,349
1,4,25,1,66
1,4,25,1,193
1,4,25,1,423
1,4,25,1,20
1,4,25,1,100
1,5,232,128,184
1,5,232,128,408
1,5,232,128,232
1,5,232,128,20
1,5,232,128,180
1,5,232,128,5
1,5,232,128,314
1,5,232,128,464
1,5,232,128,264
1,5,232,128,288
1,5,232,128,31
1,5,232,128,16
1,5,232,128,488
1,5,232,128,278
1,5,232,128,343
1,5,232,128,293
1,5,232,128,67
1,5,232,128,102
1,5,232,128,420
1,5,232,128,40
1,5,232,128,255
1,5,232,128,75
1,5,232,128,207
1,5,232,128,145
1,5,232,128,448
1,5,232,128,336
1,5,232,128,264
1,5,232,128,130
1,5,232,128,250
1,5,232,128,377
1,5,232,128,336
1,5,232,128,454
1,5,232,128,389
1,5,232,128,112
1,5,232,128,27
1,5,1,1,184
1,5,1,1,408
1,5,1,1,232
1,5,1,1,20
1,5,1,1,180
1,5,1,1,5
1,5,1,1,314
1,5,1,1,464
1,5,1,1,264
1,5,1,1,288
1,5,1,1,31
1,5,1,1,16
1,5,1,1,488
1,5,1,1,278
1,5,1,1,343
1,5,1,1,293
1,5,1,1,67
1,5,1,1,102
1,5,1,1,420
1,5,1,1,40
1,5,1,1,255
1,5,1,1,75
1,5,1,1,207
1,5,1,1,145
1,5,1,1,448
1,5,1,1,336
1,5,1,1,264
1,5,1,1,130
1,5,1,1,250
1,5,1,1,377
1,5,1,1,336
1,5,1,1,454
1,5,1,1,389
1,5,1,1,112
1,5,1,1,27
1,6,26,60,287
1,6,26,60,107
1,6,26,60,336
1,6,26,60,214
1,6,26,60,116
1,6,26,60,49
1,6,26,60,455
1,6,26,60,46
1,6,26,60,75
1,6,26,60,347
1,6,26,60,124
1,6,26,60,464
1,6,26,60,1
1,6,26,60,150
1,6,26,60,479
1,6,26,60,428
1,6,26,60,118
1,6,26,60,451
1,6,26,60,238
1,6,26,60,78
1,6,26,60,164
1,6,26,60,313
1,6,26,60,1
1,6,26,60,6
1,6,26,60,144
1,6,26,60,145
1,6,26,60,48
1,6,26,60,314
1,6,26,60,69
1,6,26,60,59
1,6,26,60,105
1,6,26,60,137
1,6,26,60,1
1,6,26,60,317
1,6,26,60,56
1,6,394,4,287
1,6,394,4,107
1,6,394,4,336
1,6,394,4,214
1,6,394,4,116
1,6,394,4,49
1,6,394,4,455
1,6,394,4,46
1,6,394,4,75
1,6,394,4,347
1,6,394,4,124
1,6,394,4,464
1,6,394,4,1
1,6,394,4,150
1,6,394,4,479
1,6,394,4,428
1,6,394,4,118
1,6,394,4,451
1,6,394,4,238
1,6,394,4,78
1,6,394,4,164
1,6,394,4,313
1,6,394,4,1
1,6,394,4,6
1,6,394,4,144
1,6,394,4,145
1,6,394,4,48
1,6,394,4,314
1,6,394,4,69
1,6,394,4,59
1,6,394,4,105
1,6,394,4,137
1,6,394,4,1
1,6,394,4,317
1,6,394,4,56
1,6,345,394,287
1,6,345,394,107
1,6,345,394,336
1,6,345,394,214
1,6,345,394,116
1,6,345,394,49
1,6,345,394,455
1,6,345,394,46
1,6,345,394,75
1,6,345,394,347
1,6,345,394,124
1,6,345,394,464
1,6,345,394,1
1,6,345,394,150
